sampleplotid,x,y,measurementdate,g,d,h,v,v.ma,v.ku,v.lp,myear,filename.1,a.date.1,a.window.1,filename.2,a.date.2,a.window.2,v.lp.proc
910066,326991.98,6927150.9,2013,25.4,24.6,17.9,215.54,140.09,61.35,14.09,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4212H2.laz,2013-07-12,C,NA,NA,NA,7
910077,331540.07,6927149.98,2013,11.2,19.8,17.8,96.22,94.95,1.27,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4212H4.laz,2013-07-12,C,NA,NA,NA,0
910082,335087.89,6926406.7,2013,28.3,15.9,12.3,174.29,60.06,97.74,16.49,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4214B3.laz,2013-07-12,C,NA,NA,NA,9
910088,336091.61,6927147.3,2013,17.9,23.7,17.2,146.63,72.9,73.73,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4214B4.laz,2013-07-12,C,NA,NA,NA,0
910097,340138.53,6927149.08,2013,21.1,20.4,17,169.91,60.77,70.58,38.56,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4214D2.laz,2013-07-12,C,NA,NA,NA,23
910102,343691.61,6926400.31,2013,13.1,18.5,15.1,95.66,76.45,0.42,18.79,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4214D3.laz,2013-07-12,C,NA,NA,NA,20
910111,347991.64,6926153.16,2013,17.3,13.9,10.7,96.67,96.33,0.25,0.08,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4214F3.laz,2013-07-12,C,NA,NA,NA,0
910114,347991,6926902.26,2013,18.2,19.9,15.4,137.9,137.5,0.4,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4214F3.laz,2013-07-12,C,NA,NA,NA,0
910122,352271.93,6926397.28,2013,28.7,20.1,17.9,247.23,234.8,3.99,8.44,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4214H1.laz,2013-07-14,C,NA,NA,NA,3
910124,352274.21,6926893.58,2013,22.3,21.6,16.3,174.94,137.95,10.11,26.88,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4214H1.laz,2013-07-14,C,NA,NA,NA,15
910125,352553.86,6927155.87,2013,20.2,16.1,12.4,124.86,61.47,45.56,17.83,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4214H2.laz,2013-07-14,C,NA,NA,NA,14
910126,352791.23,6927155.21,2013,14.9,15.3,11.6,88.45,74.56,7.4,6.49,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4214H2.laz,2013-07-14,C,NA,NA,NA,7
910127,353020.08,6927141.66,2013,31,13.5,12.3,189.59,0,128.21,61.38,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4214H4.laz,2013-07-14,C,NA,NA,NA,32
910128,353268.74,6927144.89,2013,28.2,17.8,15.2,209.8,128.01,53.97,27.83,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4214H4.laz,2013-07-14,C,NA,NA,NA,13
910132,356583.64,6926399.68,2013,22.7,16.3,14.4,164.04,149.02,14.92,0.1,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232B1.laz,2013-07-14,C,NA,NA,NA,0
910133,356588.73,6926652.19,2013,17.8,28.5,21.4,174.63,84.02,81.11,9.5,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232B1.laz,2013-07-14,C,NA,NA,NA,5
910134,356592.64,6926900.47,2013,17.2,16.5,14.1,120.52,104.36,11.58,4.58,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232B1.laz,2013-07-14,C,NA,NA,NA,4
910135,356838.8,6927155.79,2013,14.4,22,16.4,113.36,68.01,29.43,15.93,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232B2.laz,2013-07-14,C,NA,NA,NA,14
910141,360887.2,6926149.3,2013,26.6,14,13.3,178.24,173.1,0,5.14,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232B3.laz,2013-07-14,C,NA,NA,NA,3
910142,360892.25,6926402.76,2013,18.4,15.8,14.6,132.06,58.97,34.32,38.77,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232B3.laz,2013-07-14,C,NA,NA,NA,29
910143,360889.77,6926654.87,2013,31.6,19.7,16.4,242.41,0,121.21,121.2,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232B3.laz,2013-07-14,C,NA,NA,NA,50
910144,360889.08,6926902.32,2013,32.2,27.8,22.3,331.36,0,287.9,43.46,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232B3.laz,2013-07-14,C,NA,NA,NA,13
910145,361137.71,6927157.25,2013,10.9,20.5,14.4,77.33,71.35,2.86,3.12,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232B4.laz,2013-07-14,C,NA,NA,NA,4
910147,361642.16,6927162.21,2013,24.8,16.9,16.2,197.24,144.58,52.29,0.38,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232B4.laz,2013-07-14,C,NA,NA,NA,0
910148,361893.73,6927155.9,2013,15.8,15.3,13.6,108.41,82.75,14.51,11.15,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232B4.laz,2013-07-14,C,NA,NA,NA,10
910156,365691.58,6927155.83,2013,14.8,20.4,16.3,115.81,94.12,2.24,19.45,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232D4.laz,2013-07-14,C,NA,NA,NA,17
910157,365937.51,6927152.93,2013,27.9,19.4,15.3,209.17,208.32,0.45,0.4,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232D4.laz,2013-07-14,C,NA,NA,NA,0
910158,366204.47,6927153.48,2013,32,20.4,17.8,273.37,118.4,86.54,68.43,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232D4.laz,2013-07-14,C,NA,NA,NA,25
910161,369488.51,6926141.01,2013,19.2,19.9,17,158.07,150.63,7.43,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232F1.laz,2013-07-14,C,NA,NA,NA,0
910162,369486.6,6926402.08,2013,10,22.1,18.4,88.69,88.69,0,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232F1.laz,2013-07-14,C,NA,NA,NA,0
910163,369483.49,6926675.2,2013,27.3,16.6,13.4,180.57,41.69,105.75,33.13,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232F1.laz,2013-07-14,C,NA,NA,NA,18
910165,369728.51,6927149.93,2013,16,19,15,116.47,52.09,55.58,8.8,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232F2.laz,2013-07-14,C,NA,NA,NA,8
910166,369996.59,6927150.32,2013,24.1,27,20.5,228.15,174.46,53.43,0.25,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232F2.laz,2013-07-14,C,NA,NA,NA,0
910167,370236.94,6927154,2013,27.2,16.2,14.4,192.93,135.89,39.82,17.21,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232F2.laz,2013-07-14,C,NA,NA,NA,9
910168,370487.27,6927146.01,2013,15.8,18.9,13.8,107.34,93.6,3.46,10.28,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232F2.laz,2013-07-14,C,NA,NA,NA,10
910172,373787.48,6926403.09,2013,13.6,13.6,11.7,81.93,55.55,16.98,9.4,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232F3.laz,2013-07-14,C,NA,NA,NA,11
910176,374287.46,6927148.07,2013,16,15,12.6,96.93,0,42.65,54.28,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232H2.laz,2013-07-14,C,NA,NA,NA,56
910178,374791.06,6927151.08,2013,8.6,10.8,9.4,43.03,0,42.35,0.68,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232H2.laz,2013-07-14,C,NA,NA,NA,2
910181,378086.1,6926144.61,2013,11.4,8.9,8.5,49.64,0,20.72,28.92,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232H3.laz,2013-07-14,C,NA,NA,NA,58
910182,378096.16,6926395.22,2013,34.4,19.2,15.6,254.83,31.74,120.95,102.13,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232H3.laz,2013-07-14,C,NA,NA,NA,40
910183,378090.24,6926632.47,2013,29.1,14.2,13.6,198.04,137.5,46.84,13.7,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232H3.laz,2013-07-14,C,NA,NA,NA,7
910186,378593.86,6927143.81,2013,29.4,14.4,11.8,178.27,171.19,4.35,2.73,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232H4.laz,2013-07-14,C,NA,NA,NA,2
910188,379098.83,6927154.75,2013,24.2,18,16.2,191.17,20.92,136.81,33.44,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4232H4.laz,2013-07-14,C,NA,NA,NA,17
910194,382390.93,6926901.29,2013,23.6,11.1,11.9,139.59,1.69,30.57,107.33,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4234B1.laz,2013-07-14,C,NA,NA,NA,77
910195,382636.74,6927155.78,2013,35.3,36.2,26.1,404.77,0,404.69,0.08,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4234B2.laz,2013-07-14,C,NA,NA,NA,0
910198,383394.07,6927147.62,2013,13.8,8.8,8.1,60.43,0,56.1,4.32,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4234B4.laz,2013-07-14,C,NA,NA,NA,7
911083,335091.4,6930951.76,2013,18.2,14.4,11.3,105.83,94.77,3.09,7.97,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223A3.laz,2013-07-17,C,NA,NA,NA,8
911086,335584.62,6931451.21,2013,18.7,15,12.5,118.22,111.8,0.8,5.62,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223A3.laz,2013-07-17,C,NA,NA,NA,5
911088,336096.05,6931446.31,2013,29.7,18.5,16,232.78,232.78,0,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223A3.laz,2013-07-17,C,NA,NA,NA,0
911092,339388.29,6930700.76,2013,17.7,19.7,16,138.24,134.1,0,4.13,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223C1.laz,2013-07-17,C,NA,NA,NA,3
911093,339392.24,6930951.94,2013,9.6,16.8,12.9,62.1,58.23,0,3.87,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223C1.laz,2013-07-17,C,NA,NA,NA,6
911095,339639.29,6931452.81,2013,11,18,15.4,82.92,76.33,0,6.59,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223C1.laz,2013-07-17,C,NA,NA,NA,8
911096,339886.23,6931453.04,2013,18,21.5,16.6,144.38,141.49,0,2.9,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223C1.laz,2013-07-17,C,NA,NA,NA,2
911102,343692.04,6930702.68,2013,26.6,24.1,19.9,251.39,246.3,0.24,4.85,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223C3.laz,2013-07-17,C,NA,NA,NA,2
911105,343939.6,6931449.22,2013,15.5,13.4,13.5,99.89,3.54,1.34,95.01,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223C3.laz,2013-07-17,C,NA,NA,NA,95
911111,347987.36,6930449.42,2013,6.5,8.4,8,26.6,3.73,0,22.87,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223E3.laz,2013-07-17,C,NA,NA,NA,86
911112,347988.74,6930698.58,2013,16.6,18.8,15.8,128.45,96.04,18.27,14.14,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223E3.laz,2013-07-17,C,NA,NA,NA,11
911113,347987.73,6930947.59,2013,34.4,22.6,19.8,324.24,17.32,252.86,54.06,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223E3.laz,2013-07-17,C,NA,NA,NA,17
911115,348237.83,6931450.73,2013,10,6.6,5.5,35.4,19.58,13.12,2.7,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223E3.laz,2013-07-17,C,NA,NA,NA,8
911121,352290.74,6930447.97,2013,25.3,21,16.8,195.69,0,86.88,108.82,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223G1.laz,2013-07-17,C,NA,NA,NA,56
911124,352285.33,6931195.04,2013,21.6,21.3,16.5,171.03,44.41,124.34,2.28,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223G1.laz,2013-07-17,C,NA,NA,NA,1
911126,352788.86,6931453.37,2013,28.4,24,17.6,236.91,183.89,14.97,38.05,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223G1.laz,2013-07-17,C,NA,NA,NA,16
911128,353289.44,6931449.3,2013,10.9,9,9.4,51.35,8.46,0,42.89,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223G3.laz,2013-07-17,C,NA,NA,NA,84
911131,356589.13,6930450.09,2013,20.3,16.1,14.1,142.64,136.51,0,6.13,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241A1.laz,2013-07-17,C,NA,NA,NA,4
911132,356589.02,6930700.22,2013,18,18,13.6,122.23,115.65,4.15,2.43,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241A1.laz,2013-07-17,C,NA,NA,NA,2
911133,356588.33,6930943.66,2013,21,15.3,12.2,127.4,70.38,29.86,27.16,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241A1.laz,2013-07-17,C,NA,NA,NA,21
911136,357088.06,6931448.49,2013,17,20.4,16.6,136.51,128.2,0,8.32,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241A1.laz,2013-07-17,C,NA,NA,NA,6
911138,357588.33,6931448.1,2013,16.8,16.8,14.8,123.42,119.72,0,3.7,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241A1.laz,2013-07-17,C,NA,NA,NA,3
911141,360893.96,6930429.86,2013,25.4,24.7,19.7,236.25,36.4,199.85,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241A3.laz,2013-07-17,C,NA,NA,NA,0
911144,360885.25,6931194.91,2013,10.3,9.5,7.6,44.06,44.06,0,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241A3.laz,2013-07-17,C,NA,NA,NA,0
911147,361640.74,6931452.2,2013,43.1,22.6,18.5,376.82,229.46,88.04,59.32,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241A3.laz,2013-07-17,C,NA,NA,NA,16
911148,361888.47,6931451.45,2013,13.4,15.2,13.7,92.56,85.99,0,6.57,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241A3.laz,2013-07-17,C,NA,NA,NA,7
911154,365184.24,6931197.83,2013,24.4,22.8,17.4,201.55,73.67,118.22,9.67,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241C3.laz,2013-07-17,C,NA,NA,NA,5
911156,365687.38,6931446.66,2013,35.3,19.7,17.4,296.84,225.98,59.23,11.62,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241C3.laz,2013-07-17,C,NA,NA,NA,4
911157,365935.49,6931447.65,2013,14.6,20.1,14.3,103.2,101.48,0.59,1.13,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241C3.laz,2013-07-17,C,NA,NA,NA,1
911161,369502.65,6930444.31,2013,20.4,18.8,15.8,157.34,147.93,0,9.42,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241E1.laz,2013-07-17,C,NA,NA,NA,6
911162,369497.26,6930699.05,2013,10.7,15.1,11.7,64.44,63.73,0,0.72,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241E1.laz,2013-07-17,C,NA,NA,NA,1
911164,369472.59,6931186.49,2013,18.4,7.8,7.7,79.1,47.54,0.85,30.71,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241E1.laz,2013-07-17,C,NA,NA,NA,39
911165,369720.81,6931460.42,2013,18.8,13.7,12,114.39,98.23,1.36,14.8,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241E1.laz,2013-07-17,C,NA,NA,NA,13
911166,369993,6931457.33,2013,31,22,17.7,263.47,10.32,248.22,4.94,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241E1.laz,2013-07-17,C,NA,NA,NA,2
911167,370234.62,6931452.11,2013,26.1,20.3,18.1,227.94,205.24,7.92,14.78,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241E1.laz,2013-07-17,C,NA,NA,NA,6
911172,373787.44,6930699.52,2013,21.2,19.3,15.1,155.68,114.97,33.73,6.98,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241E3.laz,2013-07-17,C,NA,NA,NA,4
911173,373786.06,6930957.09,2013,20.6,22,19.7,193.94,172.37,3.46,18.12,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241E3.laz,2013-07-17,C,NA,NA,NA,9
911177,374541.28,6931450.8,2013,3.7,11.6,6.1,13.09,13.09,0,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241G1.laz,2013-07-17,C,NA,NA,NA,0
911185,378337.77,6931454.75,2013,14.5,18.5,14.8,104.12,0,85.89,18.23,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241G3.laz,2013-07-17,C,NA,NA,NA,18
911186,378580.29,6931456.03,2013,11.2,12.6,10.8,63.28,18.15,42.67,2.45,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4241G3.laz,2013-07-17,C,NA,NA,NA,4
911191,382386.76,6930448.78,2013,12.2,16.8,14.6,88.95,86.69,1.99,0.27,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4243A1.laz,2013-07-17,C,NA,NA,NA,0
911194,382392.95,6931204.16,2013,17.4,18,16.2,138.03,136.21,1.26,0.56,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4243A1.laz,2013-07-17,C,NA,NA,NA,0
912085,335339.78,6935751.95,2013,10,13.1,10.2,52.39,39.62,0,12.77,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223A4.laz,2013-07-18,C,NA,NA,NA,24
912087,335838.4,6935751.26,2013,15.9,12.9,11.7,95.85,95.62,0,0.23,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223A4.laz,2013-07-18,C,NA,NA,NA,0
912088,336090.76,6935758.08,2013,8.1,11.8,8.9,39.05,39.05,0,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223A4.laz,2013-07-18,C,NA,NA,NA,0
912092,339384.34,6935010.9,2013,28.6,21,17.2,230.79,70.9,40.83,119.06,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223C2.laz,2013-07-18,C,NA,NA,NA,52
912094,339390.26,6935502.41,2013,10.6,18.6,16.6,85.96,53.63,27.73,4.6,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223C2.laz,2013-07-18,C,NA,NA,NA,5
912104,343690.54,6935502.2,2013,12.5,22.7,17.8,104.23,0,66.83,37.4,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223C4.laz,2013-07-18,C,NA,NA,NA,36
912105,343940.02,6935757.59,2013,33,31,24.6,370.1,41.49,328.6,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223C4.laz,2013-07-18,C,NA,NA,NA,0
912107,344438.91,6935747.44,2013,13.5,20.2,16.1,105.26,30.17,66.3,8.79,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223E2.laz,2013-07-18,C,NA,NA,NA,8
912108,344689.37,6935750.12,2013,22.9,18.4,16.7,186.58,151.21,27.52,7.85,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223E2.laz,2013-07-18,C,NA,NA,NA,4
912111,347990.18,6934747.34,2013,15.9,26.9,22.5,168.83,0,168.83,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223E4.laz,2013-07-18,C,NA,NA,NA,0
912112,347986.83,6934997.99,2013,21.2,12.7,11.9,122.72,11.37,19.11,92.24,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223E4.laz,2013-07-18,C,NA,NA,NA,75
912113,347990.13,6935250.76,2013,18.9,23.5,19.5,175.8,49.94,122.74,3.11,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130115_BLOM_ahtari_block1_kesa/1/N4223E4.laz,2013-07-18,C,NA,NA,NA,2
