sampleplotid,x,y,measurementdate,g,d,h,v,v.ma,v.ku,v.lp,myear,filename.1,a.date.1,a.window.1,filename.2,a.date.2,a.window.2,v.lp.proc
901034,313598.5,6888193.46,2013,30,25.9,23.9,336.62,50.11,27.73,258.78,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121B3.laz,2013-07-11,C,NA,NA,NA,77
901038,314591.78,6888461.84,2013,18.6,16,15.9,146,142.5,0,3.5,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121D1.laz,2013-07-11,C,NA,NA,NA,2
901044,317890.37,6888182.49,2013,26.8,18.4,18.4,240.46,139.89,81.77,18.79,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121D3.laz,2013-07-11,C,NA,NA,NA,8
901048,318879.42,6888447.55,2013,34.3,20.2,19.3,321.29,72.1,172.35,76.84,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121D3.laz,2013-07-11,C,NA,NA,NA,24
901054,322193.41,6888196.04,2013,13.8,10,9.1,67.1,57.4,9.7,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121F1.laz,2013-07-11,C,NA,NA,NA,0
901057,322929.47,6888466.7,2013,29.7,29.2,24,326.04,300.78,0,25.26,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121F1.laz,2013-07-11,C,NA,NA,NA,8
901066,326996.14,6888429.45,2013,26.1,16.9,15.8,207.45,0,200.43,7.01,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121H1.laz,2013-07-12,C,NA,NA,NA,3
901067,327215.39,6888447.33,2013,35.1,19.9,18.8,324.3,2.29,301.45,20.56,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121H1.laz,2013-07-12,C,NA,NA,NA,6
901074,330787.4,6888202.92,2013,16.2,23.5,22.4,178.53,0,178.3,0.23,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121H3.laz,2013-07-12,C,NA,NA,NA,0
902021,309301.4,6891742.58,2013,21.1,18.5,17.3,177.61,177.33,0,0.28,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121B2.laz,2013-07-11,C,NA,NA,NA,0
902022,309288.49,6892001.77,2013,6,10.4,10.1,31.48,0.19,14.78,16.51,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121B2.laz,2013-07-11,C,NA,NA,NA,52
902025,309546.85,6892748.96,2013,16,19.6,17.7,132.7,51.29,0.56,80.84,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121B2.laz,2013-07-11,C,NA,NA,NA,61
902026,309783.56,6892750.46,2013,11.7,16.3,12.5,72.4,49.79,0,22.61,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121B2.laz,2013-07-11,C,NA,NA,NA,31
902027,310032.74,6892736.78,2013,18.9,23.2,22,202.35,0,178.09,24.25,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121B2.laz,2013-07-11,C,NA,NA,NA,12
902032,313587.19,6892004.94,2013,26.9,16.8,14.2,188.6,65.32,115.07,8.21,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121B4.laz,2013-07-11,C,NA,NA,NA,4
902033,313593.49,6892261.07,2013,38.1,16.6,15.9,302.26,102.85,171.14,28.28,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121B4.laz,2013-07-11,C,NA,NA,NA,9
902035,313842,6892754,2013,13.1,15.5,12.5,83.27,83.17,0,0.1,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121B4.laz,2013-07-11,C,NA,NA,NA,0
902038,314578.75,6892756.92,2013,27.8,15.1,16.2,221.22,63.49,63.85,93.88,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121D2.laz,2013-07-11,C,NA,NA,NA,42
902041,317899.14,6891752.52,2013,29.5,27.4,22.1,300.73,125.58,152.87,22.27,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121D4.laz,2013-07-11,C,NA,NA,NA,7
902042,317886.29,6891990.47,2013,20.2,22.1,17.9,170.73,0,118,52.73,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121D4.laz,2013-07-11,C,NA,NA,NA,31
902043,317888.11,6892265.7,2013,22.7,19.6,17.2,190.46,189.72,0.5,0.25,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121D4.laz,2013-07-11,C,NA,NA,NA,0
902044,317883.19,6892505.89,2013,8,13.2,10.7,44.44,44.44,0,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121D4.laz,2013-07-11,C,NA,NA,NA,0
902046,318390.62,6892754.67,2013,24,17,14.8,175.92,167.84,0,8.08,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121D4.laz,2013-07-11,C,NA,NA,NA,5
902047,318642.8,6892737.23,2013,18.2,20.2,13.5,122.65,122.65,0,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121D4.laz,2013-07-11,C,NA,NA,NA,0
902051,322186.16,6891749.86,2013,15.1,18.5,16.7,122.77,95.37,12.2,15.19,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121F2.laz,2013-07-11,C,NA,NA,NA,12
902053,322189.72,6892250.28,2013,16.1,15.6,13.5,109.22,109.22,0,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121F2.laz,2013-07-11,C,NA,NA,NA,0
902054,322186.42,6892504.27,2013,26.7,25,19.4,245.57,237.19,5.7,2.68,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121F2.laz,2013-07-11,C,NA,NA,NA,1
902056,322687.72,6892751.23,2013,8.2,13.6,9.5,40.95,36.37,0,4.57,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121F2.laz,2013-07-11,C,NA,NA,NA,11
902057,322932.02,6892745.63,2013,14.2,13.7,12.5,90.1,31.93,41.27,16.9,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121F2.laz,2013-07-11,C,NA,NA,NA,19
902058,323192.85,6892752.93,2013,15,14.2,12.7,96.71,93.17,2.85,0.69,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121F4.laz,2013-07-11,C,NA,NA,NA,1
902061,326458.48,6891742.03,2013,20.2,16.4,17.8,177.77,5.5,93.01,79.27,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121H2.laz,2013-07-12,C,NA,NA,NA,45
902062,326475.44,6892033.01,2013,32.1,24.8,22.2,336.45,0,253.43,83.02,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121H2.laz,2013-07-12,C,NA,NA,NA,25
902063,326494.67,6892243.32,2013,13.9,13.3,12.1,86.24,8.37,76.78,1.09,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121H2.laz,2013-07-12,C,NA,NA,NA,1
902065,326745.9,6892751.29,2013,22.6,31.4,25,261.8,171.81,86.36,3.63,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121H2.laz,2013-07-12,C,NA,NA,NA,1
902068,327491.23,6892758.29,2013,19.3,16.6,17.3,165.35,10.07,95.03,60.25,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121H2.laz,2013-07-12,C,NA,NA,NA,36
902071,330804.38,6891737.33,2013,23.6,21,18.3,209.68,142.34,66.05,1.28,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121H4.laz,2013-07-12,C,NA,NA,NA,1
902072,330788.41,6891999.08,2013,18,20.8,18.9,163.82,148.85,14.98,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121H4.laz,2013-07-12,C,NA,NA,NA,0
902073,330801.35,6892255.23,2013,15.1,9.7,9.4,76.39,38.79,31.18,6.42,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121H4.laz,2013-07-12,C,NA,NA,NA,8
902078,331792.07,6892762.14,2013,31.6,16.4,16.8,263.65,50.99,159,53.67,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4121H4.laz,2013-07-12,C,NA,NA,NA,20
903021,309283.96,6896057.81,2013,18.7,27,22,192.24,185.83,5.77,0.64,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122A1.laz,2013-07-11,C,NA,NA,NA,0
903025,309535.46,6897052.61,2013,13,21,19.2,121.71,73.09,45.14,3.49,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122A2.laz,2013-07-11,C,NA,NA,NA,3
903027,310036.78,6897047.87,2013,32.2,23.1,18.9,288.52,219.88,43.06,25.58,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122A2.laz,2013-07-11,C,NA,NA,NA,9
903034,313588.91,6896802.21,2013,18.9,13.5,12.4,119.35,118.46,0,0.89,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122A3.laz,2013-07-11,C,NA,NA,NA,1
903041,317889.11,6896049.36,2013,10.4,19.2,13.1,67.76,64.42,2.37,0.97,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122C3.laz,2013-07-11,C,NA,NA,NA,1
903042,317889.47,6896301.5,2013,3.8,15.1,11.4,22.36,20.59,1.54,0.23,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122C3.laz,2013-07-11,C,NA,NA,NA,1
903043,317887.45,6896551.22,2013,12.3,11.7,10.9,69.85,44.79,19.41,5.65,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122C3.laz,2013-07-11,C,NA,NA,NA,8
903044,317873.02,6896773.58,2013,10.5,13.5,10.6,58.72,58.72,0,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122C3.laz,2013-07-11,C,NA,NA,NA,0
903046,318391.99,6897048.52,2013,8.3,13.1,10.1,44.7,44.7,0,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122C4.laz,2013-07-11,C,NA,NA,NA,0
903053,322188.83,6896554.24,2013,24.8,15.5,15.3,179.24,1.51,0,177.73,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122E1.laz,2013-07-11,C,NA,NA,NA,99
903062,326478.12,6896302.29,2013,22.9,24.9,22.6,249.43,0,243.2,6.23,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122G1.laz,2013-07-12,C,NA,NA,NA,2
903064,326498.89,6896802.08,2013,21.7,21.5,20.6,221.64,0,211.36,10.27,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122G1.laz,2013-07-12,C,NA,NA,NA,5
903066,326987.34,6897059.94,2013,30.9,23,20,297.34,0,277.86,19.48,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122G2.laz,2013-07-12,C,NA,NA,NA,7
903071,330784.84,6896034.61,2013,26.4,27.3,20.2,250.14,249.96,0.18,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122G3.laz,2013-07-12,C,NA,NA,NA,0
903078,331789.12,6897063.26,2013,35.3,15.2,14.8,261.83,200.69,60.52,0.63,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122G4.laz,2013-07-12,C,NA,NA,NA,0
903081,335079.12,6896048.75,2013,32.4,29.4,25.9,388.49,78.96,288.24,21.29,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124A3.laz,2013-07-12,C,NA,NA,NA,5
903083,335084.59,6896560.08,2013,26.9,31.7,27.5,344.43,43.21,301.22,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124A3.laz,2013-07-12,C,NA,NA,NA,0
903085,335334.41,6897042.71,2013,17,14.9,14.8,126.13,122.54,2.18,1.42,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124A4.laz,2013-07-12,C,NA,NA,NA,1
903086,335589.36,6897044.71,2013,11.4,12.7,12.6,74.61,25.48,49.13,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124A4.laz,2013-07-12,C,NA,NA,NA,0
903095,339644.14,6897063.36,2013,16,13.3,13.8,106.92,0,20,86.92,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124C2.laz,2013-07-12,C,NA,NA,NA,81
903096,339882.35,6897051.05,2013,12.6,11.4,12.1,72.6,0,1.49,71.11,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124C2.laz,2013-07-12,C,NA,NA,NA,98
903103,343686.28,6896557.41,2013,31.5,21.6,18,270.74,0,235.97,34.77,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124C3.laz,2013-07-12,C,NA,NA,NA,13
903105,343941.35,6897049.07,2013,18.1,11.2,9.5,88.46,0,58.57,29.9,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124C4.laz,2013-07-12,C,NA,NA,NA,34
903106,344194.22,6897054.32,2013,35,20.5,18.6,318.22,0,305.04,13.18,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124E2.laz,2013-07-12,C,NA,NA,NA,4
903108,344694.86,6897052.78,2013,35.2,33.1,24.9,392.92,51.33,341.44,0.15,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124E2.laz,2013-07-12,C,NA,NA,NA,0
903114,347986.21,6896798.27,2013,35.2,21.1,20.3,338.67,215.63,1.29,121.75,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124E3.laz,2013-07-12,C,NA,NA,NA,36
903115,348242.07,6897057.15,2013,28.6,14.5,11.9,166.27,9.87,101.67,54.73,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124E4.laz,2013-07-12,C,NA,NA,NA,33
903116,348487.67,6897052.07,2013,26.2,21.4,15.6,193.23,0,192.7,0.53,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124E4.laz,2013-07-12,C,NA,NA,NA,0
903118,348988.52,6897050.01,2013,23.9,26,20.8,229.83,61.39,67.6,100.84,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4124E4.laz,2013-07-12,C,NA,NA,NA,44
903122,352290.74,6896298.51,2013,11.7,11.8,11.8,71.39,51.1,20.29,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4124G1.laz,2013-06-28,C,NA,NA,NA,0
903123,352290.83,6896559.08,2013,23.8,24.6,22,244.61,172.1,29.39,43.12,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4124G1.laz,2013-06-28,C,NA,NA,NA,18
903125,352533.67,6897053.61,2013,30,24.9,22.2,312.27,306.74,3.71,1.82,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4124G2.laz,2013-06-28,C,NA,NA,NA,1
903126,352789.34,6897049.52,2013,5.4,9,9.2,25.97,0,15.91,10.07,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4124G2.laz,2013-06-28,C,NA,NA,NA,39
903131,356590.66,6896049.41,2013,16.5,17.9,15.8,128.69,122.47,6.21,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142A1.laz,2013-06-28,C,NA,NA,NA,0
903134,356589.51,6896796.82,2013,13.5,21.5,17.3,112.97,51.47,61.29,0.21,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142A1.laz,2013-06-28,C,NA,NA,NA,0
903135,356839.09,6897052.12,2013,14.3,15.6,14.5,100.24,0,54.23,46.02,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142A2.laz,2013-06-28,C,NA,NA,NA,46
903136,357090.53,6897053.68,2013,67.5,32.5,28.1,867.35,519.86,331.11,16.38,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142A2.laz,2013-06-28,C,NA,NA,NA,2
903145,361135.9,6897056.19,2013,21.6,18.7,17.1,175.35,20.83,56.14,98.38,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142A4.laz,2013-06-28,C,NA,NA,NA,56
903151,365198.46,6896052.99,2013,18.5,14.5,14.7,131.84,0,37.93,93.91,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142C3.laz,2013-06-28,C,NA,NA,NA,71
903153,365183.11,6896558.38,2013,29.5,24.9,19.2,267.29,176.14,83.13,8.03,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142C3.laz,2013-06-28,C,NA,NA,NA,3
903154,365182.56,6896813.12,2013,13.2,9.2,9.4,64.12,20.83,3.08,40.21,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142C3.laz,2013-06-28,C,NA,NA,NA,63
903156,365699.25,6897051.46,2013,26.7,19.4,16.7,217.08,215,0,2.08,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142C4.laz,2013-06-28,C,NA,NA,NA,1
903157,365932.1,6897064.27,2013,24.4,27.6,19.8,227.72,227.49,0,0.23,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142C4.laz,2013-06-28,C,NA,NA,NA,0
903158,366198.72,6897054.62,2013,16.1,23.4,20.5,156.61,156.61,0,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142C4.laz,2013-06-28,C,NA,NA,NA,0
903161,369490.09,6896050.05,2013,23.5,15.9,15.4,177.03,79.27,32.17,65.59,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142E1.laz,2013-06-28,C,NA,NA,NA,37
903163,369493.68,6896550.82,2013,17,17.5,16.9,142.22,121.57,11.88,8.78,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142E1.laz,2013-06-28,C,NA,NA,NA,6
903171,373793.23,6896043.3,2013,23.4,16.6,13.9,158.79,6.81,112.28,39.7,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142E3.laz,2013-08-27,C,NA,NA,NA,25
903173,373788.51,6896536.43,2013,30.8,15.7,18.3,272.31,98.34,5.95,168.02,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142E3.laz,2013-08-27,C,NA,NA,NA,62
903174,373796.02,6896791.4,2013,12.3,13.2,9.9,64.04,47.63,13.51,2.9,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142E3.laz,2013-08-27,C,NA,NA,NA,5
903178,374797.68,6897044.41,2013,37.7,26.2,21.6,381.61,0,311.6,70,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130113_BLOM_ahtari_block3_kesa/1/N4142G2.laz,2013-08-27,C,NA,NA,NA,18
904027,310046.71,6901346.34,2013,21,24.9,20.3,200.9,196.99,0.86,3.05,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122B1.laz,2013-07-11,C,NA,NA,NA,2
904031,313594.96,6900341.56,2013,18.1,16.1,13.5,122.26,122.26,0,0,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122B3.laz,2013-07-11,C,NA,NA,NA,0
904032,313592.18,6900609.41,2013,16.3,18.4,16.2,129.29,128.08,0,1.21,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122B3.laz,2013-07-11,C,NA,NA,NA,1
904038,314577.66,6901346.23,2013,23.4,17.3,15.7,180.91,176.05,0,4.86,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122D1.laz,2013-07-11,C,NA,NA,NA,3
904041,317885.55,6900350.29,2013,9.9,18.6,8.5,38.75,0,0.35,38.4,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122D3.laz,2013-07-11,C,NA,NA,NA,99
904043,317888.91,6900847.82,2013,17.6,19,16,137.4,104.67,14.52,18.21,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122D3.laz,2013-07-11,C,NA,NA,NA,13
904044,317892.65,6901107.82,2013,25.9,17.9,14.2,181.37,161.19,2.61,17.57,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122D3.laz,2013-07-11,C,NA,NA,NA,10
904045,318141.39,6901351.21,2013,16.4,20.9,16.6,132.19,131.81,0,0.37,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122D3.laz,2013-07-11,C,NA,NA,NA,0
904046,318383.61,6901352.97,2013,21.9,28.1,19.9,204.13,187.07,4.56,12.49,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122D3.laz,2013-07-11,C,NA,NA,NA,6
904047,318629.43,6901349.77,2013,16,19.2,16.5,127.14,52.52,36.42,38.2,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122D3.laz,2013-07-11,C,NA,NA,NA,30
904054,322190.36,6901105.25,2013,30.2,17.6,15.1,224.29,109.44,92.07,22.78,2013,/wrk/project_ogiir-csc/mml/laserkeilaus/2008_17_automaattinen/2013/20130114_BLOM_ahtari_block2_kesa/1/N4122F1.laz,2013-07-11,C,NA,NA,NA,10
